;Ragione socialeCaratteri latini;Codice ISO paese;Ultimo anno disp.;"Totale valore della produzione
migl USD"
1708.;GUANGZHOU RUXING TECHNOLOGY DEVELOPMENT CO., LTD.;CN;2022;405.425
1709.;ANHUI COSTAR BIOCHEMISTRY CO., LTD.;CN;2022;405.354
1710.;LUXFER HOLDINGS PLC;US;2022;405.000
1711.;MIGAO CORPORATION;CA;2015;404.983
1712.;COMPO EXPERT GMBH;DE;2022;404.746
1713.;NIPPON PAINT AUTOMOTIVE COATINGS CO.,LTD.;JP;2021;404.595
1714.;YUNNAN ENERGY INVESTMENT CO.,LTD;CN;2023;404.063
1715.;CHASE CORP;US;2023;404.015
1716.;SPATZ LABORATORIES;US;2022;404.000
1717.;REAGENS S.P.A.;IT;2022;403.883
1718.;LIAONING PROVINCE AOKEJITUANGUFEN COMPANY;CN;2013;403.532
1719.;ORIL INDUSTRIE;FR;2023;403.508
1720.;INFINEUM UK LTD.;GB;2022;403.381
1721.;SHANXI PROVINCE FENGXI FERTILIZER (GROUP) INCORPORATED CORPORATION;CN;2007;403.180
1722.;GANSU JINCHANG CHEMICAL INDUSTRY GROUP CO., LTD.;CN;2014;402.756
1723.;KAO CORPORATION SA;ES;2022;402.516
1724.;COMPANHIA NITRO QUIMICA BRASILEIRA;BR;2022;402.357
1725.;ENSUS UK LIMITED;GB;2022;402.282
1726.;KOJIMA CHEMICALS CO.,LTD.;JP;2022;402.072
1727.;CITRIBEL;BE;2023;402.061
1728.;KANSAI PLASCON AFRICA LTD;ZA;2010;401.900
1729.;LEC INC;JP;2023;401.871
1730.;KENLI HUIDONG NEW ENERGY CO., LTD.;CN;2013;401.018
1731.;LAT NITROGEN OTTMARSHEIM;FR;2022;400.809
1732.;METHANEX NEW ZEALAND LIMITED;NZ;2023;400.201
1733.;CNOOC FUDAO LTD.;CN;2020;400.193
1734.;PEI COUNTRY WEIXING CHEMICAL CO.,LTD;CN;2014;400.168
1735.;QATAR CHEMICAL COMPANY LIMITED (Q-CHEM);QA;2022;400.000
1736.;SEEF LIMITED;QA;2017;400.000
1737.;HEBEI CHENYANG INDUSTRY & TRADE GROUP CO., LTD.;CN;2018;399.948
1738.;JIANGSU HUAXICUN CO.,LTD.;CN;2023;399.485
1739.;ZHEJIANG WANSHENG CO., LTD.;CN;2023;399.104
1740.;SOLVAY QUIMICA SLU;ES;2022;399.087
1741.;FMC INDIA PRIVATE LIMITED;IN;2022;398.667
1742.;JIANGXI SALT INDUSTRY GROUP CO.,LTD.;CN;2023;398.633
1743.;JIANGSU SUDA SPECIAL CHEMICAL REAGENT CO., LTD.;CN;2020;398.517
1744.;BRANCH AZOT OF JSC URALCHEM;RU;2010;398.362
1745.;OMSKII ZAVOD TEKHNICHESKOGO UGLERODA;RU;2023;398.260
1746.;HENKEL CHEMICAL TECHNOLOGIES (SHANGHAI) LIMITED;CN;2021;398.137
1747.;JIANGSU SANDIE CHEMICAL CO., LTD.;CN;2022;397.652
1748.;SINOSTEEL NEW MATERIALS CO.,LTD.;CN;2023;397.503
1749.;YUNNAN HONGXIANG CHEMICAL CO., LTD.;CN;2022;397.495
1750.;TERRA NITROGEN COMPANY, L.P.;US;2017;397.200
1751.;WERNER & MERTZ GMBH & CO KG;AT;2022;397.146
1752.;WERNER & MERTZ GMBH;DE;2022;397.146
1753.;HUNAN XIANGJIANG KANSAI PAINT CO., LTD.;CN;2022;397.113
1754.;ADVANCION CORPORATION;US;2022;397.000
1755.;WEILAI (GUANGZHOU) DAILY NECESSITIES CO., LTD.;CN;2021;396.996
1756.;JOHNSON & JOHNSON GMBH;DE;2022;396.651
1757.;LAT NITROGEN FRANCE;FR;2023;396.089
1758.;GUANGDONG XINHUI MEIDA NYLON CO.,LTD.;CN;2023;395.450
1759.;GUANGXI HUAXI NONFERROUS METAL CO.,LTD.;CN;2023;395.197
1760.;SHANDONG LUTAI CHEMICAL CO., LTD.;CN;2022;395.193
1761.;NIPPON A&L INC.;JP;2022;395.168
1762.;TANGSHAN SANYOU SILICON INDUSTRY CO., LTD.;CN;2022;394.996
1763.;AIR LIQUIDE IBERICA DE GASES, SL UNIPERSONAL;ES;2022;394.892
1764.;GRUPO POCHTECA;MX;2022;394.654
1765.;METADYNEA AUSTRIA GMBH;AT;2022;394.380
1766.;UBE CHEMICALS (ASIA) PCL;TH;2022;394.333
1767.;WEIFANG FURUN CHEMICAL INDUSTRY CO.,LTD;CN;2013;394.185
1768.;VINACOMIN - MINING CHEMICAL INDUSTRY HOLDING CORPORATION LIMITED;VN;2022;394.120
1769.;SINOCHEM LANTIAN FLUORO MATERIALS CO., LTD.;CN;2022;394.095
1770.;BROTHER ENTERPRISES HOLDING CO.,LTD.;CN;2023;393.869
1771.;FIRMENICH ASIA PTE LTD;SG;2022;393.824
1772.;DOW DEUTSCHLAND GMBH & CO.OHG;DE;2008;393.688
1773.;INNER MONGOLIA SUCON SILICONE CO., LTD.;CN;2014;393.673
1774.;JIANGSU DYNAMIC CHEMICAL CO., LTD;CN;2020;393.634
1775.;XINXIANG RICHFUL LUBE ADDITIVE CO.,LTD.;CN;2023;393.553
1776.;EURO MAROC PHOSPHORE;MA;2022;393.411
1777.;KANGDA NEW MATERIALS (GROUP) CO. LTD.;CN;2023;393.336
1778.;JOINT STOCK COMPANY SCHELKOVO AGROHIM;RU;2023;393.284
1779.;JIANGSU YANGNONG CHEMICAL GROUP CO., LTD.;CN;2022;392.378
1780.;XIAOYI TIANYUAN CHEMICAL INDUSTRY  CO.,LTD;CN;2022;391.326
1781.;NIPPON GASES DEUTSCHLAND GMBH;DE;2021;390.733
1782.;TANGSHAN ZHONGHAO CHEMICAL CO., LTD.;CN;2022;390.618
1783.;SHAANXI JINTAI CHLOR-ALKALI CHEMICAL CO., LTD.;CN;2022;390.404
1784.;YUNNAN JINNING YELLOW PHOSPHORUS CO.,LTD.;CN;2014;390.334
1785.;SHANDONG RUITE FINE CHEMICAL CO., LTD.;CN;2014;390.159
1786.;ZIBO HAIYI FINE CHEMICAL CO.,LTD;CN;2021;390.147
1787.;OMAN METHANOL COMPANY;OM;2022;390.117
1788.;OMAN INDIA FERTILIZER COMPANY S.A.O.C.;OM;2023;390.117
1789.;LES DERIVES RESINIQUES ET TERPENIQUES;FR;2022;390.104
1790.;THREE YUE CHEMICAL LIMITED COMPANY OF SHANDONG;CN;2017;390.063
1791.;SARAYA CO.,LTD.;JP;2023;389.890
1792.;FUSO CHEMICAL CO LTD;JP;2023;389.886
1793.;XUZHOU PEIHUA CHEMICAL INDUSTRY CO.,LTD;CN;2013;389.627
1794.;DSM NUTRITIONAL PRODUCTS FRANCE;FR;2021;389.307
1795.;TAIKO PALM-OLEO (ZHANGJIAGANG) CO., LTD.;CN;2022;389.123
1796.;HUNAN HAILI HIGH-TECH INDUSTRIAL GROUP CO., LTD.;CN;2014;388.647
1797.;SILEKOL SP. Z O.O.;PL;2022;388.176
1798.;TWIN STATE, INC.;US;2022;388.000
1799.;SHANDONG FENGYUAN CHEMICAL CO.,LTD.;CN;2023;387.908
1800.;RUDOLF GMBH;DE;2022;387.757
1801.;AIR LIQUIDE HYDROGENE;FR;2022;387.702
1802.;ASIA GREEN ENERGY PCL;TH;2023;387.635
1803.;SOUTHWEST IOWA RENEWABLE ENERGY, LLC;US;2022;387.125
1804.;GANSU JINCHANG CHEMICAL INDUSTRY GROUP CO.,LTD;CN;2013;387.055
1805.;WANHUA CHEMICAL (NINGBO) CHLOR-ALKALI CO., LTD.;CN;2022;386.574
1806.;SHARDA CROPCHEM LIMITED;IN;2023;386.546
1807.;ZINC NACIONAL;MX;2021;386.536
1808.;AKDENIZ CHEMSON KIMYA SANAYI VE TICARET ANONIM SIRKETI;TR;2022;386.473
1809.;LOTTE MCC CORPORATION;KR;2023;386.057
1810.;CHINA SALT KUNSHAN CO., LTD.;CN;2021;385.987
1811.;DEL LABORATORIES INC;US;2003;385.953
1812.;PANGANG GROUP TITANIUM INDUSTRY CO., LTD.;CN;2020;385.828
1813.;DANYANG ZHONGCHAO CHEMICAL INDUSTRY CO.,LTD;CN;2014;385.494
1814.;SOCIETE D'EXPLOITATION DE PRODUITS POUR LES INDUSTRIES CHIMIQUES SEPPIC;FR;2022;385.467
1815.;NICE GROUP CO., LTD.;CN;2022;385.391
1816.;SPA SORFERT ALGERIE;DZ;2016;385.191
1817.;PRINCE INTERNATIONAL CORPORATION;US;2020;385.000
1818.;BINGTUANNONGBASHITIANYETIANCHEN CHEMICAL INDUSTRY CO.,LTD;CN;2011;384.582
1819.;OTKRYTOE AKTSIONERNOE OBSCHESTVO MOGILEVKHIMVOLOKNO;BY;2023;384.570
1820.;YUNNAN YUNTIANHUA INTERNATIONAL CHEMICAL CO., LTD. HONGLING BRANCH;CN;2013;384.431
1821.;OTKRYTOE AKTSIONERNOE OBSHCHESTVO GOMEL'SKII KHIMICHESKII ZAVOD;BY;2020;384.156
1822.;ZHEJIANG XINHUA CHEMICAL CO., LTD.;CN;2022;384.106
1823.;JIANGSU MEILAN CHEMICAL CO., LTD.;CN;2022;384.000
1824.;PHICHEM CORPORATION;CN;2023;383.863
1825.;KASU AS;NO;2022;383.689
1826.;SUNDE AS;NO;2022;383.251
1827.;HUBEI DINGLONG CO.,LTD.;CN;2023;383.077
1828.;UPL NA INC.;US;2022;383.000
1829.;HALTERMANN CARLESS UK LIMITED;GB;2022;382.639
1830.;AGFA-GEVAERT GRAPHIC SYSTEMS GMBH;DE;2006;382.431
1831.;HENAN QIANJIN CHEMICAL TECHNOLOGY GROUP CO., LTD.;CN;2020;382.319
1832.;KANTO CHEMICAL CO.,INC.;JP;2022;381.997
1833.;MERCK PERFORMANCE MATERIALS LTD;KR;2023;381.602
1834.;DONGGUAN XINCHANGQIAO PLASTIC CO., LTD.;CN;2016;380.960
1835.;UNNI GOOD LIFE ACTIVITIES (CHINA) CO., LTD. BEIJING BRANCH;CN;2017;380.823
1836.;WANHUA CHEMICAL (NINGBO) RONGWEI POLYURETHANE CO., LTD.;CN;2022;380.819
1837.;OTKRYTOE AKTSIONERNOE OBSHCHESTVO MOGILEVKHIMVOLOKNO;BY;2020;380.683
1838.;SHANGHAI HUIDE SCIENCE & TECHNOLOGY CO.,LTD;CN;2023;380.625
1839.;KUNMING CHUAN JIN NUO CHEMICAL CO.,LTD;CN;2023;380.513
1840.;SUEDWESTDEUTSCHE SALZWERKE AG;DE;2023;380.219
1841.;GUANGDONG GUANGHUA SCI-TECH CO.,LTD.;CN;2023;380.031
1842.;DEXXOS PARTICIPACOES S.A.;BR;2023;379.729
1843.;CANON PRECISION INC.;JP;2022;379.193
1844.;ALPEK POLYESTER PERNAMBUCO S.A.;BR;2020;378.976
1845.;L'OREAL PRODUKTION DEUTSCHLAND GMBH & CO. KG;DE;2022;378.882
1846.;YANTAI WUZHOU SHIDEFU FERTILIZER CO.LTD;CN;2013;378.837
1847.;HULUNBEIER NEW GOLD CO., LTD.;CN;2022;378.765
1848.;INNER MONGOLIA JIUTAI NEW MATERIAL TECHNOLOGY CO., LTD.;CN;2021;378.315
1849.;GUANGDONG ZHAN HUA CO., LTD.;CN;2014;378.180
1850.;JIANGYIN XINHEQIAO CHEMICAL INDUSTRY CO.,LTD;CN;2007;377.717
1851.;ZHENJIANG WANFA CHEMICAL FIBER CO., LTD.;CN;2013;377.315
1852.;VENATOR ITALY S.R.L.;IT;2022;377.263
1853.;FLUGGER GROUP A/S;DK;2023;376.337
1854.;NIPPON DRY-CHEMICAL CO LTD;JP;2022;376.273
1855.;SIKA FRANCE;FR;2022;376.201
1856.;THAI CENTRAL CHEMICAL PUBLIC COMPANY LIMITED;TH;2022;376.042
1857.;JIANGSU SEVENCONTINENT GREEN CHEMICAL CO., LTD.;CN;2022;375.537
1858.;SICHUAN GOLDEN-ELEPHANT SINCERITY CHEMICAL CO., LTD.;CN;2021;375.515
1859.;INFRA;MX;2022;375.373
1860.;YANGTZE RIVER ACETYLS CO., LTD.;CN;2021;375.281
1861.;INNER MONGOLIA ASTRONAUTICS HONGXIA CHEMICAL CO., LTD.;CN;2020;375.212
1862.;SHANDONG LIANMENG CHEMICAL CO., LTD. FIRST BRANCH;CN;2019;374.639
1863.;SHANDONG KUNDA BIOTECHNOLOGY COMPANY LIMITED;CN;2022;374.497
1864.;VEBA OEL VEG GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;DE;2006;374.436
1865.;LINDE FRANCE;FR;2022;374.270
1866.;NORTOX SA;BR;2021;374.206
1867.;PENN COLOR BLACK, INC.;US;2022;374.000
1868.;SOLVAY (ZHENJIANG) CHEMICALS CO., LTD.;CN;2021;373.827
1869.;ZOLTEK VEGYIPARI ZARTKORUEN MUKODO RESZVENYTARSASAG;HU;2022;372.879
1870.;LINDE GAZ MAGYARORSZAG ZARTKORUEN MUKODO RESZVENYTARSASAG;HU;2022;371.823
1871.;FUJIAN BAIHONG POLYMER FIBER INDUSTRIAL CO., LTD.;CN;2007;371.498
1872.;INDUSTRIA QUIMICA ANASTACIO S A;BR;2022;371.083
1873.;INDOFIL INDUSTRIES LIMITED;IN;2022;371.071
1874.;TOSOH EUROPE;BE;2022;370.885
1875.;BEIJING CAPITAL GRAND LIMITED;KY;2023;370.845
1876.;ZHEJIANG SHENGHUA YUNFENG GREENEO CO.,LTD;CN;2021;370.749
1877.;INTERNATIONAL FLAVORS & FRAGRANCES (GREATER ASIA) PTE. LTD.;SG;2022;370.626
1878.;INNER MONGOLIA ERDOS UNITED CHEMICAL CO., LTD.;CN;2021;370.321
1879.;NINGBO BOHUI CHEMICAL TECHNOLOGY CO., LTD.;CN;2023;370.234
1880.;HONGBAOLI GROUP CORPORATION, LTD.;CN;2023;370.113
1881.;HONGMIAN ZHIHUI SCIENCE AND TECHNOLOGY INNOVATION CO.,LTD.GUANGZHOU;CN;2023;370.042
1882.;ZHEJIANG JIANYE CHEMICAL CO., LTD.;CN;2023;369.954
1883.;NEIMENGGU YONGYENONGFENG BIOLOGY SCIENCE&TECHNOLOGY CO.,LTD;CN;2014;369.575
1884.;BIOENERGIE DU SUD-OUEST;FR;2023;369.480
1885.;ZIBO ZHANGDIAN ORIENTAL CHEMICAL CO.,LTD.;CN;2014;369.053
1886.;TOYO STYRENE CO.,LTD.;JP;2022;368.872
1887.;HENAN KAIFENG PINGMEI SHENMA XINGHUA FINE CHEMICAL CO., LTD.;CN;2020;368.618
1888.;FUTUREFUEL CORP;US;2023;368.250
1889.;SCOTT BADER COMMONWEALTH LIMITED(THE);GB;2022;367.933
1890.;HAARMANN & REIMER GMBH;DE;2000;367.920
1891.;JILIN JIMONT ACRYLIC FIBER CO., LTD.;CN;2022;367.913
1892.;LUZHOU NORTH CHEMICAL INDUSTRIES CO., LTD.;CN;2014;367.677
1893.;ROSSI BIOFUEL BIOUZEMANYAG GYARTO ES KERESKEDELMI ZARTKORUEN MUKODO RESZVENYTARSASAG;HU;2022;367.649
1894.;GRUPA AZOTY ATT POLYMERS GMBH;DE;2022;367.458
1895.;WACKER CHEMICALS KOREA INC;KR;2023;367.318
1896.;SCOTT BADER COMPANY LIMITED;GB;2022;366.838
1897.;GUANGDONG ALDEX ADVANCED PLASTICS CO., LTD.;CN;2022;366.791
1898.;CHEMPLAST CUDDALORE VINYLS LIMITED;IN;2022;366.689
1899.;PPG COATINGS NEDERLAND B.V.;NL;2022;366.643
1900.;WUHAN IRON AND STEEL GROUP GAS CO., LTD.;CN;2022;366.526
1901.;ZIBO JINCHUAN HONGFENG CHEMICAL CO., LTD.;CN;2014;366.232
1902.;JIUTAI ENERGY (ZHUNGEER) CO., LTD.;CN;2019;366.149
1903.;FAROUK SYSTEMS, INC.;US;2022;366.000
1904.;GUEST SUPPLY INC;US;2000;365.928
1905.;EPSILON CARBON PRIVATE LIMITED;IN;2022;365.906
1906.;ARKEMA GMBH;DE;2022;365.685
1907.;JIANGSU CHANGHAI COMPOSITE MATERIALS CO., LTD;CN;2023;365.455
1908.;INNER MONGOLIA BAIYANHU CHEMICAL CO., LTD.;CN;2022;365.412
1909.;PROCTER & GAMBLE COLOMBIA LTDA;CO;2023;365.364
1910.;OY LINDE GAS AB;FI;2022;365.308
1911.;COSMECCA KOREA CO.,LTD.;KR;2023;365.068
1912.;CELULOSA ARGENTINA S.A.;AR;2023;364.807
1913.;ZHEJIANG LONGTENG SCIENCE TECHNOLOGY DEVELOPMENT CO., LTD.;CN;2014;364.764
1914.;PRUTEX NYLON CO., LTD.;CN;2022;364.392
1915.;ZHEJIANG QUHUA FLUOR-CHEMISTRY CO., LTD.;CN;2020;364.254
1916.;ELIXIR ZORKA - MINERALNA DJUBRIVA DOO;RS;2022;363.520
1917.;BOREALIS POLYMERS OY;FI;2022;363.453
1918.;ZHEJIANG XINHUA CHEMICAL CO.,LTD.;CN;2023;363.421
1919.;YUNNAN YUNTIANHUA INTERNATIONAL CHEMICAL CO., LTD. SANHUAN BRANCH;CN;2013;363.060
1920.;ZHEJIANG CENWAY NEW MATERIALS CO., LTD.;CN;2022;363.036
1921.;AMERICHEM, INC.;US;2022;363.000
1922.;NOVAPET SA;ES;2022;362.118
1923.;SICHUAN XINJINLU GROUP CO.,LTD.;CN;2023;361.304
1924.;OLEOQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;BR;2022;361.279
1925.;ALBION CO., LTD.;JP;2022;361.266
1926.;NANTONG KANGQIAO AXUNGE CO., LTD.;CN;2022;361.220
1927.;XIAMEN XIANGLU CHEMICAL FIBER COMPANY LIMITED;CN;2022;361.019
1928.;ANHUI SHENJIAN NEW MATERIALS CO.,LTD;CN;2023;361.016
1929.;TEXTILE RUBBER AND CHEMICAL COMPANY, INC.;US;2022;361.000
1930.;RUSHAN HUANYU CHEMICAL CO.,LTD;CN;2014;360.882
1931.;KUITUN JINJIANG CHEMICAL CO., LTD.;CN;2021;360.769
1932.;JOINT STOCK COMPANY SPETSIALIZIROVANNYY ZASTROYSHCHIK SPEKTR LK;RU;2023;360.252
1933.;DAIREN CHEMICAL (JIANGSU) CO., LTD.;CN;2022;360.229
1934.;ANHUI SHENJIAN NEW MATERIALS CO., LTD.;CN;2022;360.183
1935.;SIGMA-ALDRICH VERTRIEBS GMBH;DE;2004;359.925
1936.;BINH DIEN FERTILIZER JOINT STOCK COMPANY;VN;2023;359.855
1937.;SHANDONG HAIWANG CHEMICAL CO., LTD.;CN;2022;359.472
1938.;JIANGSU FUFENG TEXTILE CO., LTD.;CN;2016;359.465
1939.;JOTUN COSCO MARINE COATINGS (QINGDAO) CO., LTD.;CN;2022;359.397
1940.;HEBEI JIANTAO ENERGY DEVELOPMENT CO., LTD.;CN;2022;359.183
1941.;JIANGXI GUOTAI GROUP CO.,LTD.;CN;2023;359.154
1942.;ADVANTAGE ENERGY INCOME FUND;CA;2022;359.000
1943.;HEMPEL (WATTYL) AUSTRALIA PTY LTD;AU;2008;358.932
1944.;HENKEL KOREA CO.,LTD;KR;2023;358.730
1945.;PALSGAARD A/S;DK;2022;358.685
1946.;ZOCHEM LLC;US;2022;358.000
1947.;COPAN ITALIA S.P.A.;IT;2022;357.980
1948.;SYMRISE ASIA PACIFIC PTE. LTD.;SG;2022;357.763
1949.;BIRLA CARBON (THAILAND) PUBLIC COMPANY LIMITED;TH;2023;357.349
1950.;CAMPINE NV;BE;2023;357.280
1951.;HUIZHOU CHUNGSHUN CHEMICAL CO., LTD.;CN;2022;357.001
1952.;GUANGZHOU HONGKE TEXTILE MATERIALS CO., LTD.;CN;2019;356.849
1953.;BIOCARBURANTES DE CASTILLA Y LEON SA;ES;2023;356.564
1954.;AAA HOLDING GROUP LTD;GB;2023;356.516
1955.;LINXIANG LINGFENG CHEMICAL INDUSTRY CO.,LTD;CN;2014;356.071
1956.;XUZHOU LONGTIAN COMPOUND MATERIAL CO.,LTD;CN;2014;355.480
1957.;SYNTHOMER (UK) LIMITED;GB;2022;355.468
1958.;FERTILIZER COMPANY OF ARIZONA;US;2022;355.000
1959.;VENATOR ASIA SDN. BHD.;MY;2022;354.974
1960.;JIANGSU CHANGLONG CHEMICAL CO., LTD.;CN;2014;354.728
1961.;EUROSERVICE ZAKLADY PRZEMYSLU TLUSZCZOWEGO W SUROCHOWIE SP. Z O.O.;PL;2022;354.246
1962.;KOLON ENP, INC.;KR;2023;353.806
1963.;VENATOR P&A SPAIN SL.;ES;2022;353.641
1964.;NICCA CHEMICAL CO.,LTD.;JP;2023;353.527
1965.;LABORATOIRES M&L;FR;2022;353.511
1966.;BASF DOW HPPO PRODUCTION;BE;2022;353.304
1967.;SHANDONG RIKE CHEMICAL CO.,LTD.;CN;2023;353.229
1968.;VERMILION ENERGY NETHERLANDS B.V.;NL;2022;353.157
1969.;TIANJIN XINLONGQIAO ENGINEERING PLASTICS CO., LTD.;CN;2021;352.656
1970.;SUMITOMO CHEMICAL INDIA LTD;IN;2023;352.582
1971.;JIANGXI JINGHAO SALT CHEMICAL CO., LTD.;CN;2022;352.418
1972.;PHOSPHATE HOLDINGS, INC.;US;2011;352.333
1973.;ZHEJIANG NVB CO., LTD.;CN;2017;352.310
1974.;STAR CEMENT LIMITED;IN;2023;352.284
1975.;YANTAI SPANDEX GROUP COMPANY;CN;2013;352.273
1976.;INTERCOS EUROPE S.P.A.;IT;2022;352.185
1977.;FIRMENICH AROMATICS PRODUCTION (INDIA) PRIVATE LIMITED;IN;2022;352.153
1978.;LANXESS INDIA PRIVATE LIMITED;IN;2022;352.081
1979.;PARS INTERNATIONAL MANUFACTURING COMPANY PUBLIC JOINT STOCK;IR;2023;351.937
1980.;OZNUR KABLO SANAYI VE TICARET ANONIM SIRKETI;TR;2022;351.747
1981.;JALA (GROUP) CO., LTD.;CN;2021;351.608
1982.;TAYCA CORPORATION;JP;2023;350.367
1983.;LOUISIANA PIGMENT CO LP;US;2017;350.000
1984.;EMERY OLEOCHEMICALS LIMITED LIABILITY COMPANY;US;2017;350.000
1985.;NEMAK OF CANADA CORP;CA;2016;350.000
1986.;WACKER POLYSILICON NORTH AMERICA LLC;US;2017;350.000
1987.;PRINOVA GROUP LLC;US;2020;350.000
1988.;ARAB POLYSTYRENE CHEMICAL SINGLE PERSON LIMITED LIABILITY COMPANY;SA;2023;350.000
1989.;RESONAC GRAPHITE AMERICA SALES INC.;US;2017;350.000
1990.;ELITE COLOR ENVIRONMENTAL RESOURCES SCIENCE & TECHNOLOGY CO., LTD.;CN;2023;349.316
1991.;GUIZHOU KAIYANG LU FA INDUSTRIAL CO., LTD.;CN;2014;349.159
1992.;ZHEJIANG QUZHOU JUSU CHEMICAL CO., LTD.;CN;2022;349.006
1993.;ICL AMERICA DO SUL S.A.;BR;2020;348.766
1994.;BEHN MEYER AGRICARE (M) SDN. BHD.;MY;2022;348.766
1995.;SHANDONG CYNDA CHEMICAL CO.,LTD.;CN;2023;348.094
1996.;PUPUK KUJANG, PT (PERSERO);ID;2014;347.860
1997.;FUJIKURA KASEI COMPANY LIMITED;JP;2023;347.846
1998.;SUNRESIN NEW MATERIALS CO.,LTD;CN;2023;347.834
1999.;ZHENJIANG UNION CHEMICAL INDUSTRY CO., LTD.;CN;2020;347.825
2000.;TOYO TANSO CO LTD;JP;2023;347.058
2001.;LAXMI ORGANIC INDUSTRIES LIMITED;IN;2023;347.019
2002.;BINZAGR UNILEVER COMPANY LIMITED;SA;2019;346.667
2003.;RITUALS COSMETICS GERMANY GMBH;DE;2022;346.575
2004.;TAIYO VINYL CORPORATION;JP;2022;346.396
2005.;YADONG INDUSTRIAL (SUZHOU) CO., LTD.;CN;2022;346.369
2006.;TAIZHOU UNION PLASTICS INDUSTRY CO., LTD.;CN;2022;346.011
2007.;INDORAMA VENTURES POLAND SP. Z O.O.;PL;2022;345.413
2008.;CHEMOFORM AG;DE;2022;345.033
2009.;FORMOSA INEOS CHEMICALS CORPORATION;TW;2021;344.887
2010.;SAINT GOBAIN WEBER FRANCE;FR;2022;344.874
2011.;SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LIMITED;IN;2022;344.804
2012.;ORDOS SHUANGXIN CHEMICAL INDUSTRY CO., LTD.;CN;2020;344.712
2013.;DETEN QUIMICA S/A;BR;2021;344.575
2014.;BAOWU CARBON TECHNOLOGY CO., LTD. MEISHAN BRANCH;CN;2016;344.541
2015.;TAIWAN PROSPERITY CHEMICAL CORPORATION;TW;2019;344.460
2016.;SPOLANA S.R.O.;CZ;2022;344.159
2017.;SACO POLYMERS, INC.;US;2022;344.000
2018.;FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A;BR;2022;343.863
2019.;ANHUI COFCO FUEL ETHANOL CO., LTD.;CN;2020;343.790
2020.;JIANGSU JINMEI HENGSHENG CHEMICALS CO.,LTD;CN;2020;343.618
2021.;ADM MALBORK S.A.;PL;2022;343.588
2022.;INEOS STYROLUTION BELGIUM;BE;2022;343.494
2023.;ADAMA INDIA PRIVATE LIMITED;IN;2022;343.398
2024.;BEIERSDORF (THAILAND) CO LTD;TH;2022;343.314
2025.;THAI TORAY SYNTHETICS CO LTD;TH;2022;343.180
2026.;MAXEDA DIY SUPPLY CHAIN;BE;2022;343.136
2027.;CHINA FIRST CHEMICAL HOLDINGS LIMITED;KY;2017;343.136
2028.;WEINAN HIGH - TECH ZONE WEIHE JIENENG CO., LTD.;CN;2022;342.687
2029.;QINGHAI SALT LAKE YUANPIN CHEMICAL CO., LTD.;CN;2021;342.619
2030.;JILIN BEIFANG FERTILIZER CO., LTD.;CN;2014;342.518
2031.;SINO-ARAB CHEMICAL FERTILIZERS CO., LTD.;CN;2021;342.465
2032.;JIANGDU DAJIANG CHEMICAL INDUSTRY INDUSTRIAL CO.,LTD;CN;2013;342.437
2033.;XINNENG PHOENIX (TENGZHOU) ENERGY CO., LTD.;CN;2018;342.354
2034.;CHINA FIRST CHEMICAL HOLDINGS LIMITED;CN;2017;342.282
2035.;SHIKEFENG CHEMICAL INDUSTRY CO., LTD.;CN;2022;342.148
2036.;BORSODCHEM MCHZ, S.R.O.;CZ;2022;342.102
2037.;HEBEI HENGJI AGRICULTURAL MATERIALS GROUP CO., LTD.;CN;2022;341.883
2038.;ADAMA ANPON (JIANGSU) LTD.;CN;2022;341.490
2039.;TAIZHOU BAILLY CHEMICAL CO., LTD.;CN;2022;341.490
2040.;JIANGSU SEVENCONTINENT GREEN CHEMICAL CO., LTD.;CN;2020;341.477
2041.;HUBEI BENXING NEW MATERIAL COMPANY LIMITED;CN;2021;341.374
2042.;WACKER CHEMICALS NORWAY AS;NO;2023;341.364
2043.;LINDE INDIA LIMITED;IN;2023;341.316
2044.;ALCO BIO FUEL;BE;2023;341.244
2045.;PINGMEI GROUP KAIFENG XINGHUA FINE CHEMICAL FACTORY;CN;2013;341.077
2046.;BASELL POLYOLEFINS UK LIMITED;GB;2022;341.056
2047.;JC CHEMICAL CO.,LTD.;KR;2023;340.660
2048.;GIVAUDAN DEUTSCHLAND GMBH;DE;2022;340.426
2049.;ZIBO NANHAN CHEMICAL CO., LTD.;CN;2014;340.095
2050.;KOREA ALCOHOL INDUSTRIAL CO.,LTD.;KR;2023;339.905
2051.;BASF HEALTH AND CARE PRODUCTS FRANCE SAS;FR;2022;339.882
2052.;HUBEI E-ZHONG ECOLOGICAL ENGINEERING CO., LTD.;CN;2021;339.636
2053.;PT UNGGUL INDAH CAHAYA TBK;ID;2023;339.347
2054.;APPROTIUM CO.,LTD;KR;2023;339.111
2055.;BONEIMENTAIGUQI OIL ( CHINA ) CO.,LTD;CN;2014;338.944
2056.;GUANGZHOU UNIASIA COSMETICS TECHNOLOGY CO., LTD.;CN;2021;338.623
2057.;JACQUES BOGART SA;FR;2023;338.603
2058.;JIANGYIN FENGHUA COMPOUND FIBER CO., LTD.;CN;2018;338.532
